Year,Province,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29
2014,P35,0.49,0.60,0.51,0.53,0.41,0.51,0.46,0.34,0.51,0.38,0.39,0.41,0.54,0.40,0.43,0.54,0.39,0.41,0.40,0.62,0.49,0.42,0.43,0.43,0.39,0.45,0.51,0.50,0.41
2014,P36,0.72,0.23,0.32,0.49,0.55,0.52,0.50,0.51,0.39,0.55,0.55,0.47,0.42,0.33,0.37,0.70,0.60,0.57,0.41,0.61,0.48,0.57,0.51,0.46,0.51,0.44,0.48,0.50,0.46
2014,P37,0.72,0.45,0.41,0.62,0.54,0.46,0.25,0.42,0.49,0.34,0.39,0.57,0.40,0.50,0.40,0.52,0.47,0.58,0.51,0.49,0.47,0.55,0.45,0.40,0.48,0.44,0.55,0.52,0.46
2014,P38,0.50,0.44,0.58,0.43,0.45,0.65,0.37,0.51,0.63,0.60,0.36,0.61,0.51,0.39,0.37,0.57,0.53,0.53,0.54,0.50,0.58,0.45,0.51,0.45,0.53,0.53,0.47,0.51,0.45
2014,P39,0.22,0.46,0.35,0.46,0.40,0.50,0.59,0.62,0.45,0.58,0.27,0.52,0.34,0.36,0.55,0.41,0.50,0.48,0.49,0.56,0.38,0.45,0.45,0.44,0.38,0.51,0.39,0.41,0.44
2014,P40,0.64,0.58,0.25,0.43,0.46,0.54,0.44,0.46,0.43,0.54,0.41,0.46,0.43,0.49,0.39,0.59,0.58,0.51,0.51,0.63,0.42,0.48,0.57,0.43,0.43,0.56,0.47,0.54,0.43
2014,P41,0.49,0.38,0.60,0.48,0.52,0.54,0.61,0.51,0.51,0.30,0.53,0.59,0.35,0.55,0.54,0.47,0.45,0.50,0.31,0.44,0.49,0.45,0.47,0.46,0.44,0.53,0.46,0.47,0.50
2014,P42,0.46,0.28,0.45,0.34,0.55,0.55,0.39,0.33,0.49,0.48,0.37,0.49,0.36,0.41,0.49,0.55,0.58,0.49,0.47,0.49,0.41,0.38,0.52,0.41,0.41,0.41,0.52,0.45,0.38
2014,P43,0.32,0.55,0.45,0.70,0.35,0.51,0.41,0.54,0.57,0.54,0.29,0.49,0.41,0.61,0.38,0.43,0.37,0.55,0.51,0.34,0.40,0.52,0.40,0.52,0.53,0.43,0.49,0.47,0.48
2014,P44,0.57,0.48,0.59,0.48,0.51,0.47,0.33,0.34,0.48,0.65,0.39,0.34,0.43,0.45,0.31,0.41,0.59,0.60,0.49,0.40,0.51,0.47,0.47,0.51,0.43,0.44,0.52,0.54,0.50
2014,P45,0.34,0.47,0.24,0.49,0.47,0.48,0.53,0.37,0.33,0.46,0.54,0.56,0.61,0.44,0.50,0.36,0.39,0.55,0.40,0.44,0.51,0.50,0.37,0.47,0.39,0.39,0.49,0.39,0.45
2014,P46,0.36,0.27,0.48,0.50,0.58,0.47,0.53,0.40,0.41,0.33,0.57,0.37,0.49,0.47,0.44,0.48,0.46,0.63,0.52,0.57,0.41,0.43,0.42,0.41,0.49,0.45,0.52,0.40,0.45
2014,P47,0.53,0.53,0.53,0.71,0.36,0.30,0.41,0.38,0.37,0.37,0.45,0.54,0.60,0.45,0.38,0.39,0.40,0.67,0.43,0.54,0.54,0.39,0.44,0.39,0.49,0.52,0.50,0.46,0.50
2014,P48,0.55,0.55,0.58,0.50,0.46,0.42,0.48,0.51,0.49,0.49,0.46,0.55,0.28,0.60,0.37,0.43,0.56,0.49,0.31,0.64,0.56,0.53,0.51,0.41,0.43,0.53,0.52,0.52,0.50
2014,P49,0.24,0.35,0.29,0.51,0.18,0.17,0.36,0.29,0.34,0.25,0.36,0.48,0.34,0.20,0.16,0.24,0.33,0.24,0.42,0.25,0.38,0.33,0.34,0.34,0.23,0.24,0.37,0.25,0.24
2014,P50,0.15,0.43,0.43,0.14,0.52,0.30,0.35,0.26,0.27,0.41,0.39,0.30,0.24,0.41,0.33,0.25,0.52,0.19,0.47,0.32,0.32,0.25,0.26,0.40,0.35,0.35,0.26,0.28,0.31
2014,P51,0.37,0.31,0.48,0.53,0.39,0.42,0.31,0.45,0.24,0.32,0.22,0.40,0.32,0.21,0.41,0.52,0.31,0.36,0.51,0.33,0.44,0.38,0.38,0.34,0.41,0.45,0.30,0.42,0.39
2014,P52,0.39,0.28,0.32,0.36,0.36,0.30,0.26,0.45,0.28,0.39,0.23,0.31,0.20,0.23,0.21,0.39,0.32,0.34,0.24,0.31,0.35,0.38,0.30,0.29,0.27,0.23,0.31,0.36,0.37
2014,P53,0.38,0.32,0.35,0.21,0.51,0.34,0.30,0.09,0.38,0.28,0.35,0.30,0.43,0.33,0.43,0.37,0.47,0.32,0.27,0.28,0.37,0.34,0.36,0.30,0.36,0.39,0.39,0.38,0.34
2014,P54,0.54,0.30,0.45,0.38,0.24,0.34,0.22,0.18,0.30,0.24,0.25,0.20,0.21,0.20,0.40,0.32,0.37,0.38,0.23,0.46,0.31,0.37,0.33,0.30,0.33,0.38,0.38,0.28,0.36
2014,P55,0.57,0.31,0.24,0.40,0.48,0.28,0.39,0.21,0.41,0.22,0.42,0.45,0.32,0.29,0.30,0.26,0.32,0.35,0.46,0.37,0.30,0.32,0.34,0.39,0.39,0.33,0.28,0.40,0.34
2014,P56,0.25,0.53,0.32,0.39,0.36,0.24,0.22,0.39,0.41,0.24,0.42,0.28,0.29,0.31,0.36,0.31,0.26,0.44,0.24,0.32,0.26,0.25,0.26,0.38,0.34,0.31,0.36,0.41,0.40
2014,P57,0.42,0.32,0.35,0.54,0.45,0.34,0.19,0.22,0.25,0.15,0.32,0.30,0.14,0.24,0.40,0.30,0.48,0.26,0.41,0.33,0.24,0.24,0.26,0.35,0.39,0.29,0.37,0.38,0.37
2014,P58,0.44,0.19,0.35,0.46,0.34,0.23,0.37,0.38,0.32,0.35,0.46,0.39,0.35,0.32,0.35,0.42,0.16,0.51,0.40,0.24,0.31,0.38,0.35,0.35,0.37,0.38,0.33,0.27,0.32
2014,P59,0.59,0.24,0.35,0.33,0.31,0.32,0.45,0.29,0.15,0.22,0.32,0.36,0.31,0.22,0.31,0.33,0.37,0.18,0.40,0.41,0.37,0.25,0.26,0.37,0.40,0.30,0.40,0.27,0.30
2014,P60,0.45,0.43,0.39,0.42,0.14,0.46,0.34,0.14,0.19,0.32,0.20,0.35,0.28,0.35,0.16,0.44,0.55,0.38,0.42,0.29,0.28,0.26,0.38,0.33,0.33,0.37,0.35,0.39,0.34
2014,P61,0.23,0.28,0.11,0.11,0.41,0.41,0.42,0.27,0.23,0.43,0.20,0.25,0.28,0.49,0.34,0.30,0.23,0.36,0.46,0.32,0.30,0.35,0.34,0.36,0.29,0.30,0.35,0.28,0.27
2014,P62,0.67,0.22,0.39,0.44,0.36,0.24,0.30,0.27,0.43,0.43,0.41,0.22,0.23,0.29,0.30,0.35,0.38,0.33,0.46,0.24,0.40,0.42,0.31,0.30,0.37,0.28,0.33,0.39,0.38
2014,P63,0.53,0.40,0.43,0.45,0.34,0.36,0.19,0.16,0.44,0.29,0.37,0.32,0.25,0.19,0.36,0.36,0.25,0.24,0.23,0.34,0.30,0.40,0.38,0.28,0.28,0.31,0.25,0.25,0.40
2014,P64,0.38,0.41,0.19,0.33,0.11,0.16,0.34,0.28,0.41,0.26,0.40,0.41,0.32,0.20,0.27,0.29,0.30,0.45,0.30,0.40,0.37,0.36,0.26,0.33,0.28,0.29,0.35,0.38,0.35
2015,P01,0.77,0.89,0.73,0.70,0.65,0.54,0.54,0.86,0.69,0.70,0.53,0.82,0.79,0.61,0.58,0.64,0.65,0.71,0.69,0.56,0.68,0.63,0.61,0.66,0.75,0.62,0.74,0.64,0.64
2015,P02,0.57,0.59,0.55,0.57,0.70,0.81,0.67,0.71,0.64,0.50,0.69,0.61,0.58,0.81,0.77,0.83,0.63,0.56,0.78,0.77,0.62,0.74,0.71,0.65,0.73,0.69,0.73,0.65,0.67
2015,P03,0.70,0.72,0.54,0.85,0.79,0.68,0.57,0.62,0.67,0.58,0.77,0.75,0.79,0.80,0.72,0.75,0.75,0.71,0.59,0.67,0.72,0.74,0.74,0.63,0.77,0.68,0.62,0.66,0.62
2015,P04,0.78,0.68,0.73,0.72,0.69,0.73,0.60,0.73,0.55,0.69,0.76,0.59,0.55,0.72,0.76,0.77,0.85,0.64,0.66,0.58,0.76,0.67,0.62,0.62,0.68,0.72,0.77,0.63,0.76
2015,P05,0.90,0.77,0.76,0.58,0.72,0.60,0.73,0.58,0.80,0.73,0.51,0.78,0.78,0.76,0.77,0.68,0.70,0.67,0.66,0.62,0.68,0.76,0.76,0.74,0.65,0.79,0.71,0.78,0.75
2015,P06,0.57,0.89,0.62,0.85,0.80,0.65,0.62,0.75,0.62,0.52,0.57,0.59,0.72,0.72,0.68,0.69,0.83,0.67,0.78,0.74,0.63,0.65,0.74,0.66,0.73,0.62,0.70,0.62,0.76
2015,P07,0.75,0.74,0.60,0.58,0.67,0.60,0.71,0.71,0.54,0.67,0.59,0.68,0.50,0.63,0.78,0.71,0.79,0.74,0.73,0.78,0.67,0.64,0.66,0.64,0.60,0.63,0.70,0.61,0.73
2015,P08,0.76,0.62,0.88,0.83,0.65,0.57,0.74,0.74,0.58,0.56,0.77,0.54,0.56,0.65,0.82,0.55,0.75,0.81,0.72,0.81,0.63,0.70,0.72,0.70,0.75,0.72,0.73,0.69,0.64
2015,P09,0.70,0.79,0.79,0.63,0.58,0.60,0.72,0.53,0.56,0.58,0.73,0.58,0.67,0.66,0.66,0.66,0.75,0.66,0.84,0.70,0.63,0.75,0.71,0.72,0.73,0.75,0.74,0.68,0.72
2015,P10,0.56,0.62,0.87,0.77,0.74,0.61,0.79,0.70,0.64,0.41,0.53,0.82,0.75,0.72,0.67,0.67,0.81,0.86,0.85,0.88,0.78,0.78,0.68,0.70,0.72,0.79,0.79,0.72,0.64
2015,P11,0.62,0.49,0.64,0.88,0.87,0.51,0.61,0.60,0.56,0.58,0.73,0.79,0.75,0.62,0.71,0.60,0.64,0.81,0.73,0.76,0.67,0.74,0.67,0.69,0.62,0.74,0.72,0.60,0.70
2015,P12,0.70,0.81,0.57,0.71,0.68,0.63,0.76,0.59,0.80,0.67,0.76,0.66,0.70,0.66,0.64,0.78,0.65,0.61,0.62,0.65,0.61,0.74,0.60,0.66,0.76,0.70,0.66,0.74,0.76
2015,P13,0.79,0.67,0.89,0.79,0.51,0.74,0.57,0.73,0.75,0.66,0.63,0.67,0.76,0.59,0.66,0.69,0.78,0.80,0.78,0.50,0.73,0.77,0.67,0.76,0.67,0.64,0.76,0.67,0.72
2015,P14,0.76,0.83,0.65,0.69,0.74,0.84,0.65,0.63,0.65,0.63,0.77,0.77,0.71,0.76,0.73,0.63,0.79,0.74,0.78,0.74,0.74,0.76,0.71,0.71,0.75,0.80,0.67,0.67,0.73
2015,P15,0.79,0.73,0.70,0.58,0.74,0.50,0.67,0.66,0.71,0.68,0.56,0.58,0.80,0.61,0.58,0.71,0.71,0.69,0.72,0.61,0.64,0.60,0.74,0.61,0.61,0.72,0.66,0.65,0.64
2015,P16,0.34,0.84,0.53,0.70,0.64,0.79,0.81,0.61,0.74,0.62,0.70,0.59,0.58,0.80,0.77,0.73,0.75,0.57,0.48,0.61,0.68,0.64,0.69,0.73,0.61,0.61,0.64,0.64,0.73
2015,P17,0.38,0.61,0.50,0.51,0.57,0.57,0.56,0.46,0.38,0.37,0.47,0.62,0.30,0.33,0.37,0.45,0.65,0.58,0.53,0.48,0.50,0.51,0.54,0.48,0.56,0.42,0.46,0.46,0.50
2015,P18,0.57,0.51,0.34,0.57,0.40,0.47,0.63,0.40,0.37,0.44,0.46,0.49,0.60,0.32,0.38,0.56,0.46,0.54,0.65,0.64,0.43,0.44,0.54,0.45,0.53,0.46,0.54,0.49,0.45
2015,P19,0.32,0.49,0.62,0.51,0.62,0.36,0.54,0.66,0.33,0.28,0.45,0.33,0.39,0.51,0.38,0.46,0.54,0.36,0.53,0.39,0.52,0.45,0.48,0.51,0.41,0.50,0.42,0.40,0.50
2015,P20,0.40,0.54,0.66,0.67,0.58,0.55,0.50,0.41,0.54,0.52,0.58,0.46,0.49,0.53,0.46,0.56,0.56,0.47,0.54,0.60,0.48,0.60,0.60,0.54,0.45,0.57,0.46,0.57,0.56
2015,P21,0.46,0.61,0.46,0.56,0.42,0.47,0.50,0.30,0.53,0.37,0.42,0.63,0.53,0.61,0.51,0.48,0.43,0.45,0.58,0.65,0.43,0.46,0.57,0.50,0.45,0.50,0.42,0.51,0.56
2015,P22,0.59,0.68,0.37,0.51,0.34,0.51,0.43,0.66,0.40,0.37,0.35,0.53,0.46,0.34,0.32,0.50,0.39,0.61,0.51,0.32,0.46,0.45,0.42,0.47,0.50,0.45,0.43,0.39,0.43
2015,P23,0.38,0.46,0.51,0.47,0.68,0.58,0.56,0.56,0.48,0.38,0.51,0.44,0.52,0.67,0.40,0.49,0.44,0.52,0.43,0.43,0.53,0.55,0.46,0.56,0.44,0.57,0.51,0.54,0.47
2015,P24,0.17,0.69,0.52,0.57,0.52,0.49,0.39,0.47,0.34,0.44,0.41,0.55,0.37,0.55,0.48,0.61,0.45,0.48,0.62,0.43,0.48,0.49,0.43,0.42,0.50,0.43,0.50,0.45,0.46
2015,P25,0.58,0.48,0.40,0.67,0.54,0.69,0.26,0.36,0.59,0.60,0.50,0.52,0.44,0.46,0.40,0.36,0.49,0.44,0.67,0.71,0.44,0.52,0.45,0.47,0.56,0.53,0.53,0.46,0.56
2015,P26,0.59,0.57,0.52,0.60,0.60,0.40,0.59,0.54,0.55,0.50,0.52,0.48,0.49,0.59,0.44,0.47,0.46,0.54,0.60,0.40,0.51,0.60,0.57,0.45,0.50,0.59,0.59,0.49,0.54
2015,P27,0.64,0.48,0.67,0.70,0.69,0.46,0.55,0.45,0.35,0.57,0.52,0.60,0.62,0.52,0.59,0.65,0.63,0.44,0.49,0.43,0.58,0.52,0.48,0.62,0.56,0.61,0.57,0.55,0.49
2015,P28,0.77,0.56,0.33,0.65,0.43,0.44,0.42,0.42,0.48,0.47,0.56,0.50,0.45,0.49,0.53,0.53,0.36,0.28,0.52,0.48,0.55,0.45,0.49,0.47,0.44,0.50,0.49,0.51,0.54
2015,P29,0.60,0.40,0.42,0.39,0.45,0.50,0.44,0.49,0.56,0.44,0.53,0.53,0.45,0.55,0.55,0.61,0.42,0.62,0.54,0.47,0.46,0.47,0.45,0.44,0.56,0.47,0.51,0.43,0.56
2015,P30,0.50,0.79,0.55,0.43,0.59,0.47,0.33,0.47,0.39,0.28,0.42,0.46,0.40,0.40,0.53,0.54,0.57,0.40,0.44,0.41,0.44,0.48,0.46,0.53,0.40,0.53,0.51,0.46,0.40
2015,P31,0.48,0.34,0.43,0.43,0.38,0.46,0.40,0.47,0.54,0.52,0.33,0.50,0.49,0.35,0.52,0.62,0.36,0.45,0.62,0.59,0.47,0.43,0.40,0.50,0.46,0.43,0.42,0.40,0.46
2015,P32,0.55,0.39,0.52,0.47,0.52,0.42,0.43,0.49,0.35,0.45,0.52,0.54,0.48,0.48,0.33,0.43,0.48,0.51,0.42,0.53,0.46,0.42,0.39,0.53,0.46,0.52,0.41,0.39,0.45
2015,P33,0.28,0.35,0.59,0.38,0.40,0.66,0.53,0.45,0.57,0.58,0.39,0.48,0.53,0.57,0.37,0.39,0.51,0.43,0.57,0.52,0.41,0.54,0.41,0.43,0.55,0.50,0.54,0.43,0.42
2015,P34,0.24,0.53,0.45,0.60,0.47,0.36,0.38,0.38,0.31,0.41,0.41,0.53,0.40,0.50,0.49,0.66,0.43,0.45,0.70,0.59,0.50,0.44,0.42,0.39,0.48,0.51,0.41,0.45,0.54
2015,P35,0.49,0.58,0.49,0.52,0.40,0.51,0.50,0.35,0.53,0.39,0.37,0.42,0.52,0.40,0.41,0.52,0.41,0.43,0.42,0.60,0.50,0.50,0.52,0.49,0.47,0.44,0.39,0.39,0.54
2015,P36,0.71,0.27,0.32,0.51,0.56,0.53,0.53,0.50,0.38,0.53,0.58,0.45,0.39,0.36,0.37,0.71,0.62,0.61,0.41,0.60,0.55,0.51,0.50,0.48,0.57,0.44,0.54,0.53,0.47
2015,P37,0.73,0.45,0.44,0.59,0.56,0.46,0.27,0.40,0.47,0.34,0.37,0.54,0.42,0.52,0.40,0.52,0.48,0.58,0.51,0.46,0.45,0.48,0.50,0.54,0.40,0.45,0.50,0.49,0.49
2015,P38,0.50,0.44,0.58,0.43,0.43,0.65,0.40,0.53,0.61,0.60,0.36,0.62,0.50,0.43,0.36,0.57,0.53,0.50,0.54,0.51,0.57,0.56,0.56,0.43,0.55,0.49,0.47,0.58,0.45
2015,P39,0.25,0.46,0.33,0.46,0.38,0.52,0.61,0.64,0.44,0.58,0.27,0.53,0.35,0.36,0.53,0.40,0.49,0.47,0.53,0.55,0.46,0.52,0.42,0.38,0.50,0.44,0.51,0.44,0.49
2015,P40,0.67,0.59,0.26,0.43,0.45,0.54,0.45,0.43,0.44,0.56,0.44,0.46,0.45,0.52,0.36,0.61,0.58,0.53,0.52,0.65,0.55,0.55,0.48,0.44,0.57,0.57,0.53,0.56,0.57
2015,P41,0.51,0.40,0.60,0.48,0.51,0.53,0.62,0.53,0.49,0.30,0.56,0.57,0.35,0.58,0.55,0.45,0.46,0.50,0.34,0.46,0.43,0.49,0.50,0.50,0.49,0.42,0.44,0.52,0.47
2015,P42,0.48,0.31,0.49,0.32,0.54,0.56,0.42,0.31,0.48,0.47,0.40,0.47,0.37,0.39,0.51,0.55,0.59,0.48,0.47,0.50,0.52,0.40,0.49,0.49,0.45,0.49,0.38,0.49,0.47
2015,P43,0.34,0.53,0.45,0.73,0.36,0.50,0.40,0.53,0.58,0.57,0.29,0.49,0.39,0.58,0.42,0.41,0.38,0.53,0.53,0.35,0.44,0.41,0.52,0.43,0.46,0.48,0.41,0.40,0.49
2015,P44,0.57,0.49,0.59,0.45,0.48,0.50,0.33,0.35,0.51,0.64,0.38,0.38,0.47,0.45,0.32,0.41,0.63,0.59,0.46,0.40,0.54,0.41,0.50,0.52,0.50,0.55,0.41,0.52,0.53
2015,P45,0.34,0.48,0.23,0.50,0.49,0.50,0.53,0.38,0.34,0.47,0.59,0.57,0.59,0.46,0.52,0.39,0.40,0.57,0.42,0.46,0.43,0.51,0.39,0.40,0.53,0.50,0.52,0.39,0.38
2015,P46,0.35,0.24,0.47,0.52,0.61,0.48,0.56,0.40,0.41,0.35,0.56,0.36,0.50,0.47,0.46,0.48,0.46,0.64,0.52,0.54,0.53,0.54,0.45,0.45,0.46,0.41,0.44,0.47,0.46
2015,P47,0.53,0.56,0.52,0.72,0.36,0.32,0.44,0.42,0.35,0.37,0.42,0.52,0.60,0.47,0.41,0.41,0.39,0.66,0.45,0.55,0.42,0.48,0.45,0.48,0.46,0.40,0.47,0.55,0.44
2015,P48,0.56,0.57,0.59,0.51,0.44,0.42,0.49,0.51,0.48,0.49,0.46,0.55,0.32,0.60,0.36,0.44,0.57,0.46,0.33,0.65,0.43,0.46,0.45,0.49,0.47,0.49,0.55,0.47,0.49
2015,P49,0.25,0.37,0.31,0.53,0.19,0.19,0.37,0.32,0.35,0.27,0.38,0.48,0.36,0.23,0.18,0.25,0.36,0.25,0.44,0.27,0.29,0.37,0.31,0.28,0.30,0.32,0.26,0.38,0.29
2015,P50,0.15,0.43,0.44,0.14,0.53,0.29,0.33,0.28,0.27,0.39,0.38,0.30,0.24,0.43,0.36,0.23,0.55,0.19,0.48,0.33,0.39,0.33,0.30,0.33,0.34,0.41,0.28,0.28,0.39
2015,P51,0.37,0.33,0.51,0.53,0.41,0.43,0.33,0.43,0.21,0.30,0.24,0.42,0.33,0.22,0.42,0.51,0.30,0.34,0.50,0.31,0.41,0.38,0.44,0.37,0.39,0.33,0.31,0.31,0.29
2015,P52,0.38,0.25,0.32,0.38,0.38,0.31,0.26,0.43,0.32,0.39,0.24,0.30,0.23,0.21,0.21,0.38,0.34,0.34,0.24,0.30,0.39,0.31,0.36,0.35,0.39,0.29,0.37,0.24,0.27
2015,P53,0.39,0.34,0.34,0.23,0.51,0.35,0.30,0.11,0.38,0.28,0.36,0.34,0.43,0.34,0.44,0.39,0.44,0.33,0.29,0.30,0.35,0.26,0.30,0.42,0.40,0.36,0.30,0.29,0.34
2015,P54,0.54,0.32,0.46,0.40,0.22,0.37,0.25,0.17,0.32,0.23,0.27,0.20,0.23,0.20,0.40,0.34,0.36,0.36,0.25,0.46,0.36,0.27,0.33,0.35,0.39,0.30,0.27,0.36,0.37
2015,P55,0.58,0.29,0.26,0.42,0.48,0.29,0.39,0.22,0.41,0.25,0.44,0.44,0.35,0.32,0.30,0.27,0.33,0.36,0.45,0.37,0.43,0.40,0.42,0.38,0.37,0.40,0.31,0.30,0.29
2015,P56,0.25,0.52,0.32,0.40,0.33,0.25,0.23,0.36,0.38,0.26,0.40,0.27,0.27,0.32,0.37,0.33,0.29,0.45,0.24,0.33,0.27,0.38,0.34,0.33,0.30,0.26,0.37,0.38,0.38
2015,P57,0.42,0.35,0.34,0.51,0.48,0.34,0.20,0.22,0.22,0.18,0.30,0.30,0.17,0.23,0.39,0.33,0.47,0.27,0.41,0.34,0.36,0.31,0.27,0.26,0.36,0.38,0.25,0.26,0.26
2015,P58,0.47,0.22,0.36,0.45,0.33,0.25,0.38,0.41,0.31,0.35,0.47,0.37,0.34,0.31,0.39,0.41,0.13,0.53,0.40,0.24,0.32,0.40,0.37,0.41,0.39,0.35,0.28,0.31,0.29
2015,P59,0.60,0.25,0.33,0.36,0.29,0.34,0.48,0.33,0.13,0.26,0.34,0.36,0.32,0.23,0.30,0.35,0.38,0.20,0.40,0.42,0.38,0.36,0.29,0.41,0.35,0.33,0.32,0.35,0.38
2015,P60,0.43,0.39,0.42,0.41,0.17,0.46,0.35,0.15,0.19,0.34,0.20,0.35,0.28,0.39,0.19,0.43,0.58,0.39,0.41,0.29,0.26,0.29,0.26,0.36,0.34,0.29,0.38,0.35,0.28
2015,P61,0.21,0.28,0.12,0.12,0.38,0.41,0.42,0.30,0.24,0.44,0.21,0.30,0.28,0.47,0.31,0.32,0.23,0.36,0.45,0.32,0.25,0.37,0.33,0.38,0.28,0.37,0.33,0.38,0.35
2015,P62,0.66,0.25,0.40,0.47,0.36,0.24,0.32,0.29,0.43,0.44,0.44,0.23,0.22,0.31,0.29,0.39,0.39,0.34,0.43,0.28,0.41,0.34,0.29,0.43,0.38,0.36,0.29,0.37,0.41
2015,P63,0.54,0.41,0.43,0.45,0.35,0.38,0.19,0.18,0.46,0.31,0.39,0.34,0.24,0.19,0.38,0.38,0.23,0.25,0.21,0.36,0.41,0.34,0.33,0.38,0.31,0.34,0.40,0.28,0.33
2015,P64,0.35,0.40,0.19,0.34,0.15,0.13,0.35,0.26,0.45,0.30,0.38,0.40,0.35,0.24,0.29,0.32,0.34,0.46,0.28,0.40,0.38,0.25,0.34,0.39,0.34,0.24,0.35,0.29,0.35
2016,P01,0.78,0.90,0.74,0.70,0.65,0.58,0.54,0.84,0.69,0.71,0.56,0.82,0.79,0.60,0.60,0.65,0.63,0.73,0.72,0.56,0.62,0.62,0.68,0.66,0.76,0.73,0.66,0.72,0.63
2016,P02,0.54,0.60,0.55,0.58,0.73,0.80,0.66,0.70,0.67,0.50,0.67,0.61,0.57,0.82,0.79,0.83,0.64,0.56,0.77,0.75,0.66,0.59,0.68,0.68,0.62,0.65,0.62,0.61,0.62
2016,P03,0.70,0.70,0.54,0.84,0.76,0.66,0.59,0.63,0.64,0.61,0.77,0.74,0.84,0.76,0.75,0.74,0.73,0.72,0.58,0.67,0.65,0.63,0.74,0.75,0.75,0.65,0.65,0.75,0.77
2016,P04,0.78,0.67,0.72,0.71,0.66,0.70,0.58,0.72,0.55,0.67,0.78,0.57,0.57,0.73,0.74,0.76,0.84,0.67,0.67,0.59,0.68,0.63,0.73,0.68,0.67,0.64,0.61,0.62,0.73
2016,P05,0.89,0.75,0.77,0.58,0.71,0.59,0.71,0.60,0.81,0.73,0.54,0.79,0.81,0.75,0.79,0.67,0.72,0.68,0.64,0.61,0.74,0.75,0.75,0.66,0.77,0.69,0.76,0.73,0.72
2016,P06,0.61,0.89,0.63,0.86,0.80,0.64,0.65,0.77,0.65,0.53,0.56,0.59,0.73,0.70,0.69,0.68,0.84,0.68,0.82,0.72,0.69,0.71,0.65,0.62,0.68,0.69,0.73,0.68,0.76
2016,P07,0.73,0.77,0.61,0.60,0.68,0.61,0.75,0.70,0.52,0.69,0.62,0.67,0.49,0.66,0.78,0.71,0.78,0.75,0.72,0.81,0.69,0.71,0.67,0.66,0.63,0.68,0.71,0.67,0.69
2016,P08,0.77,0.63,0.88,0.83,0.65,0.59,0.75,0.74,0.58,0.58,0.80,0.52,0.56,0.65,0.83,0.56,0.75,0.82,0.69,0.79,0.64,0.68,0.73,0.75,0.71,0.75,0.76,0.76,0.74
2016,P09,0.70,0.77,0.77,0.63,0.57,0.61,0.68,0.51,0.55,0.57,0.74,0.58,0.72,0.67,0.68,0.66,0.78,0.69,0.84,0.67,0.68,0.62,0.63,0.69,0.69,0.69,0.65,0.70,0.70
2016,P10,0.55,0.65,0.87,0.74,0.78,0.64,0.81,0.72,0.67,0.43,0.51,0.82,0.71,0.76,0.67,0.66,0.84,0.90,0.85,0.89,0.79,0.67,0.71,0.66,0.73,0.79,0.75,0.72,0.75
2016,P11,0.61,0.48,0.63,0.90,0.89,0.50,0.63,0.62,0.59,0.56,0.75,0.80,0.76,0.60,0.73,0.61,0.64,0.80,0.72,0.77,0.64,0.60,0.69,0.66,0.76,0.71,0.60,0.74,0.68
2016,P12,0.68,0.84,0.61,0.70,0.68,0.61,0.78,0.58,0.82,0.67,0.75,0.65,0.69,0.69,0.65,0.79,0.63,0.58,0.63,0.65,0.73,0.66,0.74,0.64,0.68,0.69,0.64,0.61,0.70
2016,P13,0.80,0.68,0.89,0.80,0.53,0.74,0.60,0.75,0.78,0.68,0.63,0.67,0.77,0.62,0.63,0.70,0.76,0.83,0.79,0.53,0.65,0.67,0.77,0.64,0.77,0.63,0.65,0.75,0.66
2016,P14,0.75,0.83,0.67,0.68,0.77,0.83,0.69,0.63,0.66,0.60,0.78,0.75,0.72,0.76,0.72,0.63,0.80,0.73,0.80,0.76,0.70,0.74,0.78,0.65,0.79,0.72,0.67,0.74,0.72
2016,P15,0.79,0.73,0.72,0.57,0.77,0.50,0.65,0.65,0.72,0.69,0.55,0.55,0.80,0.61,0.55,0.72,0.73,0.71,0.71,0.61,0.71,0.71,0.67,0.60,0.66,0.75,0.66,0.68,0.73
2016,P16,0.34,0.83,0.54,0.73,0.63,0.81,0.79,0.62,0.73,0.61,0.69,0.60,0.57,0.79,0.78,0.74,0.76,0.57,0.49,0.63,0.71,0.66,0.67,0.59,0.69,0.63,0.59,0.69,0.72
2016,P17,0.40,0.60,0.49,0.51,0.58,0.57,0.56,0.47,0.39,0.38,0.48,0.65,0.33,0.35,0.41,0.45,0.66,0.58,0.56,0.47,0.47,0.46,0.51,0.42,0.46,0.43,0.42,0.50,0.49
2016,P18,0.55,0.53,0.33,0.56,0.43,0.46,0.60,0.39,0.37,0.46,0.46,0.49,0.58,0.34,0.37,0.56,0.48,0.56,0.65,0.65,0.44,0.49,0.51,0.50,0.46,0.53,0.42,0.52,0.55
2016,P19,0.34,0.50,0.64,0.52,0.64,0.36,0.52,0.65,0.35,0.27,0.43,0.34,0.38,0.49,0.38,0.49,0.54,0.36,0.54,0.43,0.43,0.43,0.44,0.39,0.49,0.53,0.41,0.49,0.43
